,ring,Year,SiteID,Winter.Wheat,Lentils,Peas,Barley,Spring.Wheat,Pasture.Grass,Developed.Open.Space,Evergreen.Forests,Dry.Beans,Fallow.Idle.Cropland,Developed.Low.Intensity,Grassland.Herbaceous,Shrubland,Oats,Herbaceous.Wetlands,Sod.Grass.Seed,Alfafa,Deciduous.Forest,Pasture.Hay,Other.Hay.Non.Alfalfa,Developed.Med.Intensity,Apples,Open.Water,Developed.High.Intensity,Triticale,Canola,Sweet.Corn,Potatoes,Asparagus,Corn,Sugar.Beets,Watermelon,Woodly.Wetlands,Grapes,Flaxseed,Herbs,Cherries,Carrots,Other.Crops,Barren,Sunflower,Rapeseed,
227,3000,2014,28,0.001121054,#N/A,0.544521326,#N/A,0.003343069,0,#N/A,#N/A,0.451014551,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
228,2500,2014,28,0.002740353,#N/A,0.494722083,#N/A,0.002154559,0,#N/A,#N/A,0.500383005,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
229,2000,2014,28,0.001761656,#N/A,0.396872967,#N/A,0.009449084,0,#N/A,#N/A,0.591916294,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
230,1500,2014,28,0,#N/A,0.094110987,#N/A,0.016484944,0,#N/A,#N/A,0.869151137,0.017805053,#N/A,#N/A,#N/A,0.002447878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
231,1000,2014,28,2.32809E-05,#N/A,0.0118025,#N/A,0.010314465,0.009712975,#N/A,#N/A,0.859833499,0.102788648,#N/A,#N/A,#N/A,0.004141435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001383196,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
232,500,2014,28,0.012262266,#N/A,0.001588455,#N/A,0.010749032,0.007857548,#N/A,#N/A,0.900468197,0.034227692,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.032846811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
233,4000,2014,29,0,#N/A,0.603829757,#N/A,0.003289214,0,#N/A,#N/A,0.392881029,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
234,3500,2014,29,0,#N/A,0.582724445,#N/A,0.000966377,0,#N/A,#N/A,0.416309179,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
235,3000,2014,29,0.001121054,#N/A,0.544521326,#N/A,0.003343069,0,#N/A,#N/A,0.451014551,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
236,2500,2014,29,0.002740353,#N/A,0.494722083,#N/A,0.002154559,0,#N/A,#N/A,0.500383005,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
237,2000,2014,29,0.001761656,#N/A,0.396872967,#N/A,0.009449084,0,#N/A,#N/A,0.591916294,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
238,1500,2014,29,0,#N/A,0.094110987,#N/A,0.016484944,0,#N/A,#N/A,0.869151137,0.017805053,#N/A,#N/A,#N/A,0.002447878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
239,1000,2014,29,2.32809E-05,#N/A,0.0118025,#N/A,0.010314465,0.009712975,#N/A,#N/A,0.859833499,0.102788648,#N/A,#N/A,#N/A,0.004141435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001383196,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
240,500,2014,29,0.012262266,#N/A,0.001588455,#N/A,0.010749032,0.007857548,#N/A,#N/A,0.900468197,0.034227692,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.032846811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
241,4000,2014,30,0,#N/A,0.603829757,#N/A,0.003289214,0,#N/A,#N/A,0.392881029,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
242,3500,2014,30,0,#N/A,0.582724445,#N/A,0.000966377,0,#N/A,#N/A,0.416309179,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
243,3000,2014,30,0.001121054,#N/A,0.544521326,#N/A,0.003343069,0,#N/A,#N/A,0.451014551,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
244,2500,2014,30,0.002740353,#N/A,0.494722083,#N/A,0.002154559,0,#N/A,#N/A,0.500383005,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
245,2000,2014,30,0.001761656,#N/A,0.396872967,#N/A,0.009449084,0,#N/A,#N/A,0.591916294,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
246,1500,2014,30,0,#N/A,0.094110987,#N/A,0.016484944,0,#N/A,#N/A,0.869151137,0.017805053,#N/A,#N/A,#N/A,0.002447878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
247,1000,2014,30,2.32809E-05,#N/A,0.0118025,#N/A,0.010314465,0.009712975,#N/A,#N/A,0.859833499,0.102788648,#N/A,#N/A,#N/A,0.004141435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001383196,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
248,500,2014,30,0.012262266,#N/A,0.001588455,#N/A,0.010749032,0.007857548,#N/A,#N/A,0.900468197,0.034227692,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.032846811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
249,4000,2014,31,0,#N/A,0.603829757,#N/A,0.003289214,0,#N/A,#N/A,0.392881029,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
250,3500,2014,31,0,#N/A,0.582724445,#N/A,0.000966377,0,#N/A,#N/A,0.416309179,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
251,3000,2014,31,0.001121054,#N/A,0.544521326,#N/A,0.003343069,0,#N/A,#N/A,0.451014551,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
252,2500,2014,31,0.002740353,#N/A,0.494722083,#N/A,0.002154559,0,#N/A,#N/A,0.500383005,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
253,2000,2014,31,0.001761656,#N/A,0.396872967,#N/A,0.009449084,0,#N/A,#N/A,0.591916294,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
254,1500,2014,31,0,#N/A,0.094110987,#N/A,0.016484944,0,#N/A,#N/A,0.869151137,0.017805053,#N/A,#N/A,#N/A,0.002447878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
255,1000,2014,31,2.32809E-05,#N/A,0.0118025,#N/A,0.010314465,0.009712975,#N/A,#N/A,0.859833499,0.102788648,#N/A,#N/A,#N/A,0.004141435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001383196,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
256,500,2014,31,0.012262266,#N/A,0.001588455,#N/A,0.010749032,0.007857548,#N/A,#N/A,0.900468197,0.034227692,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.032846811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
257,4000,2014,32,0.000863887,0,0.301839654,#N/A,0.004764845,0,0,0.008277131,0.568294217,0.000517933,0,#N/A,0.00957165,0.000863897,#N/A,#N/A,#N/A,0.000690735,#N/A,#N/A,#N/A,#N/A,0.104316052,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
258,3500,2014,32,0,0,0.270087604,#N/A,0.007802235,0,0.00263606,0.009009794,0.464211066,0.000969426,0.000969431,#N/A,0.128296213,0,#N/A,#N/A,#N/A,0.001163742,#N/A,#N/A,#N/A,#N/A,0.113884998,0.000969431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
259,3000,2014,32,0.000292796,0,0.23020666,#N/A,0.00304134,0.002291047,0.004903646,0.002797948,0.292538179,0,0.000354792,#N/A,0.332456821,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0.131116771,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
260,2500,2014,32,0.002442314,0,0.193761069,#N/A,0.016028357,0,0.004200063,0.004980815,0.139879079,0,0.000966445,#N/A,0.443824816,0.001400088,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0.192516954,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
261,2000,2014,32,0.002494416,0,0.185042564,#N/A,0.020881038,0.003600351,0.00360033,0.001800238,0.092877593,0.003600341,0,#N/A,0.448136158,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0.237966972,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
262,1500,2014,32,0.001547729,0.005040506,0.198802008,#N/A,0.012687993,0,0,0,0.051456583,0,0,#N/A,0.411945452,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0.31851973,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
263,1000,2014,32,0,0,0.173069407,#N/A,0.037492565,0,0.004200337,0,0.071949876,0,0,#N/A,0.317379071,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0.395908743,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
264,500,2014,32,0,0,0.03668725,#N/A,0.022311552,0,0,0,0.120741526,0,0,#N/A,0.004713238,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0.815546433,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
265,4000,2014,33,0.124075115,#N/A,0.003124439,#N/A,0.004802839,#N/A,#N/A,#N/A,0.662306393,0.205691215,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
266,3500,2014,33,0.19714479,#N/A,0.01516776,#N/A,0.005597285,#N/A,#N/A,#N/A,0.669634501,0.112455665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
267,3000,2014,33,0.225975424,#N/A,0.00074342,#N/A,0.007176882,#N/A,#N/A,#N/A,0.650172883,0.11593139,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
268,2500,2014,33,0.197304409,#N/A,0.000170118,#N/A,0.010296088,#N/A,#N/A,#N/A,0.648130392,0.144098993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
269,2000,2014,33,0.141143398,#N/A,0.003405601,#N/A,0.005014724,#N/A,#N/A,#N/A,0.688626777,0.1618095,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
270,1500,2014,33,0.012774082,#N/A,0,#N/A,0.040515119,#N/A,#N/A,#N/A,0.698169479,0.24854132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
271,1000,2014,33,0,#N/A,0,#N/A,0.012685997,#N/A,#N/A,#N/A,0.766588164,0.220725839,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
272,500,2014,33,0,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,0.989933853,0.010066147,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
273,4000,2014,34,0.527536061,#N/A,0.359768823,#N/A,0.006073874,#N/A,#N/A,#N/A,0,0.105059259,0,#N/A,0.001561983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
274,3500,2014,34,0.505132567,#N/A,0.333452709,#N/A,0.005948357,#N/A,#N/A,#N/A,0,0.15450158,0.000964787,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
275,3000,2014,34,0.48693882,#N/A,0.330785725,#N/A,0.01362098,#N/A,#N/A,#N/A,0,0.167700129,0.000954346,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
276,2500,2014,34,0.501342923,#N/A,0.257238557,#N/A,0.015084907,#N/A,#N/A,#N/A,0.001393395,0.223319859,0.001620359,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
277,2000,2014,34,0.496865386,#N/A,0.343351022,#N/A,0.015648579,#N/A,#N/A,#N/A,0.001791508,0.142343505,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
278,1500,2014,34,0.497793029,#N/A,0.376740193,#N/A,0.024049669,#N/A,#N/A,#N/A,0.002508096,0.098909012,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
279,1000,2014,34,0.410739747,#N/A,0.32484746,#N/A,0.055565088,#N/A,#N/A,#N/A,0.004180088,0.192127209,0.012540409,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
280,500,2014,34,0.404321566,#N/A,0.256709973,#N/A,0.054567221,#N/A,#N/A,#N/A,0,0.284401239,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
281,4000,2014,35,0.26552112,0.278631773,0.290665654,0.036918837,0.038494449,0.007725145,0.03052026,0,0,0.013264839,0.004085878,#N/A,0,0.029357036,0.000429642,0,0.000972585,0.003412783,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
282,3500,2014,35,0.26114548,0.350022979,0.270036684,0.018854374,0.036001754,0.00615163,0.003753319,0.004693396,0,0.006909057,0.008655745,#N/A,0.001478752,0.020431544,0.000954269,0.000733365,0.000815488,0.009362165,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
283,3000,2014,35,0.241419756,0.377985272,0.253503031,0.031125509,0.022891473,0.007395113,0.007933672,0.008417189,0.001127886,0.003216637,0.003384154,#N/A,0.000508009,0.02408478,0,0.002516887,0.00112786,0.01336277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
284,2500,2014,35,0.227923509,0.218274936,0.346782786,0.050059629,0.029331193,0.006754162,0.019298036,0.02500736,0,0.003339133,0.012519326,#N/A,0,0.031575825,0,0,0.004323035,0.024811071,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
285,2000,2014,35,0.236666717,0.107383065,0.344865676,0.047936284,0.054343423,0.007103585,0.052880548,0.04541372,0.008159406,0.002889485,0.016414362,#N/A,0,0.039400708,0,0,0.007042793,0.029500229,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
286,1500,2014,35,0.27481626,0.176939996,0.133673776,0.045236267,0.06169575,0.019947732,0.018312646,0.09761489,0.02579674,0.00987111,0.033024089,#N/A,0.006568795,0.043560557,0,0.00248135,0.004693324,0.045766718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
287,1000,2014,35,0.169557962,0.249145383,0.012573645,0.006552504,0.099663426,0.028758262,0.088830264,0.006282128,0.004135976,0.004012376,0.051025839,#N/A,0.147833721,0.05620136,0,0,0,0.075427156,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
